"Taxon","Region","MinAge","MaxAge","Locality"
"Mammuthus meridionalis","Europe",1.95,2.6,"Coupet_siteSet_1"
"Deinotherium bozasi","Africa",2.5,2.6,"Hata (Bouri Fm.)_siteSet_1"
"Mammuthus meridionalis","Asia",1.95,2.6,"Kairakkum_siteSet_1"
"Mammuthus meridionalis","Europe",1.95,2.6,"La Puebla de Valverde_siteSet_1"
"Deinotherium bozasi","Africa",2.52,2.6,"Kangatukuseo I_siteSet_1"
"Anancus arvernensis","Europe",1.95,2.6,"Pardines_siteSet_1"
"Mammuthus meridionalis","Europe",1.95,2.6,"Pietris_siteSet_1"
"Mammuthus meridionalis","Asia",1.95,2.6,"Podpusk-Lebyazhje_siteSet_1"
"Mammuthus meridionalis","Europe",1.95,2.6,"Roscai_siteSet_1"
"Mammut borsoni","Africa",1.95,2.6,"Saint Arnaud_siteSet_1"
"Anancus arvernensis","Europe",1.95,2.6,"Saint Vallier_siteSet_1"
"Mammuthus meridionalis","Europe",1.95,2.6,"Saint Vallier_siteSet_1"
"Anancus arvernensis","Europe",1.95,2.6,"Saint Vallier Banc LD3_siteSet_1"
"Mammuthus meridionalis","Europe",1.95,2.6,"Senèze_siteSet_1"
"Anancus arvernensis","Europe",1.95,2.6,"Sesklon (SES)_siteSet_1"
"Mammuthus meridionalis","Europe",1.95,2.6,"Sesklon (SES)_siteSet_1"
"Mammuthus meridionalis","Europe",1.95,2.6,"Slatina 2_siteSet_1"
"Mammut borsoni","Asia",1.95,2.6,"Yuxian-Dongyaozitou_siteSet_1"
"Anancus arvernensis","Europe",1.98,2.6,"Costa S. Giacomo_siteSet_1"
"Mammuthus meridionalis","Europe",1.98,2.6,"Costa S. Giacomo_siteSet_1"
"Anancus arvernensis","Europe",2.32,2.6,"Montopoli_siteSet_1"
"Mammuthus meridionalis","Europe",1.98,2.6,"Montopoli_siteSet_2"
"Stegodon ganesa","Asia",1.81,2.59,"Saketi_siteSet_1"
"Stegolophodon lydekkeri","Asia",0.778,2.588,"Brunei 1_siteSet_1"
"Elephas hysudricus","Asia",0.0117,2.588,"Ghod_siteSet_1"
"Elephas hysudricus","Asia",0.117,2.588,"Indo-Gangnetic_siteSet_1"
"Elephas hysudricus","Asia",0.117,2.588,"Irrawady 3_siteSet_1"
"Stegoloxodon indonesicus","Asia",1.5,2.588,"Kali Glagah_siteSet_1"
"Sinomastodon bumiajuensis","Asia",1.5,2.588,"Kali Glagah_siteSet_1"
"Stegodon trigonocephalus","Asia",1.5,2.588,"Kali Glagah_siteSet_1"
"Stegodon luzonensis","Asia",0.117,2.588,"Luzon_siteSet_1"
"Stegodon mindanensis","Asia",0.117,2.588,"Mindanao_siteSet_1"
"Elephas hysudricus","Asia",0.117,2.588,"Narbada and Godavari_siteSet_1"
"Elephas hysudricus","Asia",0.117,2.588,"Peninsular India_siteSet_1"
"Elephas hysudricus","Asia",0.117,2.588,"Ratnapura_siteSet_1"
"Elephas hysudricus","Asia",0.117,2.588,"Tamil Nadu_siteSet_1"
"Mammuthus meridionalis","Asia",1.806,2.588,"Boz-Dag_siteSet_1"
"Mammuthus meridionalis","Europe",1.806,2.588,"Tash-Kala_siteSet_1"
"Stegomastodon aftoniae","North America",0.781,2.588,"Akron_siteSet_1"
"Stegodon sompoensis","Asia",0.781,2.588,"Lonrong_siteSet_1"
"Stegodon aurorae","Asia",0.781,2.58,"JR Chou Line Bridge, Hino City_siteSet_1"
"Stegodon aurorae","Asia",0.781,2.58,"JR Hachiko Line Bridge - Akishima City_siteSet_1"
"Stegodon aurorae","Asia",0.781,2.58,"Kakio, Kawasaki City_siteSet_1"
"Stegodon aurorae","Asia",0.781,2.58,"Minamidaira, Hino City_siteSet_1"
"Stegodon aurorae","Asia",0.781,2.58,"Mizonokuchi, Kawasaki City_siteSet_1"
"Stegodon aurorae","Asia",0.781,2.58,"Ozenji, Kawasaki City_siteSet_1"
"Deinotherium bozasi","Africa",2.47,2.57,"Kangatukuseo II_siteSet_1"
"Deinotherium bozasi","Africa",2.4,2.53,"Shungura D_siteSet_1"
"Loxodonta atlantica","Africa",2.4,2.53,"Shungura D_siteSet_1"
"Deinotherium bozasi","Africa",2.34,2.53,"Lokalalei 1_siteSet_1"
"Deinotherium bozasi","Africa",2.34,2.52,"Lomekwi 3_siteSet_1"
"Deinotherium bozasi","Africa",2.5,2.5,"Matabaietu_siteSet_1"
"Loxodonta exoptata","Africa",2.5,2.5,"Matabaietu_siteSet_1"
"Mammuthus meridionalis","Asia",1.9,2.5,"Hasanpasa_siteSet_1"
"Stegomastodon mirificus","North America",1.9,2.5,"Central Great Plains CP131_siteSet_1"
"Stegomastodon mirificus","North America",1.9,2.5,"Central Great Plains CP132B_siteSet_1"
"Stegomastodon mirificus","North America",0.85,2.5,"Central Great Plains CP132C_siteSet_1"
"Stegomastodon mirificus","North America",1.9,2.5,"Central Great Plains CP94_siteSet_1"
"Stegomastodon mirificus","North America",1.9,2.5,"Central Great Plains CP95_siteSet_1"
"Stegomastodon mirificus","North America",1.9,2.5,"Central Great Plains CP96_siteSet_1"
"Stegomastodon mirificus","North America",1.9,2.5,"Central Great Plains CP97_siteSet_1"
"Rhynchotherium falconeri","North America",1.9,2.5,"Gulf Coast GC14A_siteSet_1"
"Cuvieronius hyodon","North America",1.9,2.5,"Gulf Coast GC15B_siteSet_1"
"Rhynchotherium falconeri","North America",1.9,2.5,"Gulf Coast GC17A_siteSet_1"
"Cuvieronius hyodon","North America",1.9,2.5,"Gulf Coast GC17B_siteSet_1"
"Cuvieronius hyodon","North America",1.9,2.5,"Gulf Coast GC18IIB_siteSet_1"
"Stegomastodon mirificus","North America",1.9,2.5,"Pacific Northwest PN23C_siteSet_1"
"Anancus arvernensis","Europe",2.5,2.5,"Roccaneyra_siteSet_1"
"Stegomastodon mirificus","North America",1.9,2.5,"Southern Great Basin SB14D_siteSet_1"
"Stegomastodon mirificus","North America",1.9,2.5,"Southern Great Basin SB14F_siteSet_1"
"Stegomastodon primitivus","North America",1.9,2.5,"Southern Great Basin SB34IVA_siteSet_1"
"Rhynchotherium tlascalae","North America",1.9,2.5,"Southern Great Basin SB36A_siteSet_1"
"Stegomastodon mirificus","North America",1.9,2.5,"Southern Great Plains SP1H_siteSet_1"
"Stegomastodon mirificus","North America",1.9,2.5,"Southern Great Plains SP5_siteSet_1"
"Anancus arvernensis","Asia",2.192,2.433,"Charyn upper_siteSet_1"
"Mammuthus meridionalis","Asia",2.192,2.433,"Charyn upper_siteSet_1"
"Mammuthus meridionalis","Asia",1.95,2.433,"Oksukon_siteSet_1"
"Elephas atavus","Africa",1.8,2.4,"Chiwondo 2 (Unit 3A)_siteSet_2"
"Deinotherium bozasi","Africa",2.32,2.4,"Omo 4_siteSet_1"
"Mammuthus meridionalis","Europe",2.3,2.4,"Kisláng_siteSet_2"
"Loxodonta adaurora","Africa",2.32,2.4,"Omo 5_siteSet_1"
"Deinotherium bozasi","Africa",2.32,2.4,"Shungura E_siteSet_1"
"Elephas atavus","Africa",1.87,2.33,"Kalakodo_siteSet_1"
"Elephas atavus","Africa",2.06,2.33,"Kangaki 1 and 2_siteSet_1"
"Deinotherium bozasi","Africa",2.27,2.32,"Omo 3_siteSet_1"
"Elephas atavus","Africa",2.27,2.32,"Omo 3_siteSet_1"
"Mammuthus meridionalis","Asia",1.54,2.32,"Tsalka_siteSet_1"
"Deinotherium bozasi","Africa",2.27,2.32,"Shungura F_siteSet_1"
"Elephas atavus","Africa",2.27,2.32,"Shungura F_siteSet_1"
"Elephas atavus","Africa",2.1,2.3,"Lomekwi 8_siteSet_1"
"Mammuthus meridionalis","Asia",1.95,2.275,"Podpusk-Lebyazhje 2_siteSet_1"
"Deinotherium bozasi","Africa",1.9,2.27,"Shungura G_siteSet_1"
"Elephas atavus","Africa",1.9,2.27,"Shungura G_siteSet_1"
"Mammuthus meridionalis","Europe",2.09,2.21,"Gerakarou 1 (GER)_siteSet_1"
"Anancus osiris","Africa",1.81,2.2,"Ahl al Oughlam_siteSet_1"
"Elephas atavus","Africa",1.81,2.2,"Ahl al Oughlam_siteSet_1"
"Stegodon huananensis","Asia",2.14,2.15,"Hanzhong Basin_siteSet_1"
"Mammuthus meridionalis","Europe",1.98,2.14,"Olivola_siteSet_1"
"Mammuthus meridionalis","Europe",1.98,2.14,"Olivola FU_siteSet_1"
"Sinomastodon yangziensis","Asia",1.77,2.14,"""Inexplicit Site""_siteSet_1"
"Sinomastodon yangziensis","Asia",1.77,2.14,"Chuifeng Cave_siteSet_1"
"Sinomastodon yangziensis","Asia",1.77,2.14,"Juyuandong Vcave_siteSet_1"
"Sinomastodon yangziensis","Asia",1.77,2.14,"Longgupo Cave_siteSet_1"
"Anancus arvernensis","Europe",1.95,2.131,"Liventsovka (Rostov-on-Don)_siteSet_1"
"Mammuthus meridionalis","Asia",1.37,2.11,"Dmanisi_siteSet_1"
"Mammuthus meridionalis","Europe",2,2,"Blassac la Girondie_siteSet_1"
"Mammuthus meridionalis","Europe",1.6,2,"Upper Valdarno_siteSet_1"
"Mammuthus meridionalis","Europe",1.6,2,"Leu_siteSet_1"
"Elephas hysudricus","Asia",1,2,"Irrawaddy 2_siteSet_1"
"Stegodon insignis","Asia",1,2,"Irrawaddy 2_siteSet_1"
"Anancus sivalensis","Asia",0.63,2,"Pinjor_siteSet_1"
"Elephas hysudricus","Asia",0.63,2,"Pinjor_siteSet_1"
"Elephas planifrons","Asia",0.63,2,"Pinjor_siteSet_1"
"Platelephas platycephalus","Asia",0.63,2,"Pinjor_siteSet_1"
"Stegodon insignis","Asia",0.63,2,"Pinjor_siteSet_1"
"Stegodon pinjorensis","Asia",0.63,2,"Pinjor_siteSet_1"
"Deinotherium bozasi","Africa",1.88,2,"Karari Ridge 2_siteSet_1"
"Elephas atavus","Africa",1.88,2,"Karari Ridge 2_siteSet_1"
"Elephas planifrons","Africa",1.88,2,"Karari Ridge 2_siteSet_1"
"Deinotherium bozasi","Africa",1.86,2,"Koobi Fora Ridge 2_siteSet_1"
"Elephas atavus","Africa",1.86,2,"Koobi Fora Ridge 2_siteSet_1"
"Elephas hysudricus","Asia",1,2,"Uttarbeni?Parmandal (upper)_siteSet_1"
"Elephas planifrons","Asia",1,2,"Uttarbeni?Parmandal (upper)_siteSet_1"
"Mammuthus meridionalis","Europe",1.7,2,"Fonelas_siteSet_1"
"Mammuthus meridionalis","Africa",1.78,1.95,"El-Kherba_siteSet_1"
"Elephas atavus","Africa",1.78,1.95,"Il Dura (Koobi Fora)_siteSet_1"
"Mammuthus meridionalis","Europe",0.3,1.9,"Megalopolis_siteSet_1"
"Mammuthus meridionalis","Europe",0.781,1.9,"Pirro FU_siteSet_1"
"Cuvieronius hyodon","North America",0.85,1.9,"Gulf Coast GC15E_siteSet_1"
"Cuvieronius hyodon","North America",0.85,1.9,"Gulf Coast GC18IIIA_siteSet_1"
"Cuvieronius hyodon","North America",0.85,1.9,"Gulf Coast GC18IIIB_siteSet_1"
"Cuvieronius hyodon","North America",0.85,1.9,"Gulf Coast GC18IIIC_siteSet_1"
"Cuvieronius hyodon","North America",0.85,1.9,"Gulf Coast GC18IV_siteSet_1"
"Mammuthus meridionalis","North America",0.85,1.9,"Southern Great Basin SB36C_siteSet_1"
"Cuvieronius hyodon","North America",0.85,1.9,"Southern Great Basin SB37E_siteSet_1"
"Mammuthus meridionalis","North America",0.85,1.9,"Southern Great Basin SB37E_siteSet_1"
"Cuvieronius hyodon","North America",0.85,1.9,"Southern Great Basin SB37F_siteSet_1"
"Stegomastodon mirificus","North America",0.85,1.9,"Southern Great Basin SB37F_siteSet_1"
"Deinotherium bozasi","Africa",1.4,1.9,"Konso_siteSet_1"
"Mammuthus meridionalis","Europe",0.9,1.9,"Venta Micena-2_siteSet_1"
"Palaeoloxodon recki","Africa",1.53,1.88,"Kalochoro VI_siteSet_1"
"Deinotherium bozasi","Africa",1.6,1.88,"Koobi Fora 1_siteSet_1"
"Palaeoloxodon recki","Africa",1.62,1.88,"Naiyena Engol 2 and 3_siteSet_1"
"Deinotherium bozasi","Africa",1.53,1.87,"Bura Hasuma_siteSet_1"
"Elephas atavus","Africa",1.53,1.87,"Bura Hasuma_siteSet_1"
"Deinotherium bozasi","Africa",1.53,1.87,"Ileret 2_siteSet_1"
"Elephas atavus","Africa",1.53,1.87,"Ileret 2_siteSet_1"
"Palaeoloxodon recki","Africa",1.53,1.87,"Ileret 2_siteSet_1"
"Mammuthus meridionalis","Europe",1.68,1.86,"Farneta_siteSet_1"
"Mammuthus meridionalis","Europe",1.68,1.86,"Farneta FU_siteSet_1"
"Deinotherium bozasi","Africa",1.53,1.86,"Koobi Fora Ridge 3_siteSet_1"
"Palaeoloxodon recki","Africa",1.53,1.86,"Koobi Fora Ridge 3_siteSet_1"
"Anancus kenyensis","Africa",1.785,1.845,"Olduvai Bed I_siteSet_1"
"Deinotherium bozasi","Africa",1.785,1.845,"Olduvai Bed I_siteSet_1"
"Elephas atavus","Africa",1.785,1.845,"Olduvai Bed I_siteSet_1"
"Mammuthus meridionalis","Europe",1.6,1.8,"Livakos (LIV)_siteSet_1"
"Mammuthus meridionalis","Europe",1.6,1.8,"Polylakkos_siteSet_1"
"Mammuthus meridionalis","Europe",1.75,1.8,"Tasso FU_siteSet_1"
"Anancus osiris","Africa",1.6,1.8,"Ain Hanech_siteSet_1"
"Mammuthus meridionalis","Africa",1.6,1.8,"Ain Hanech_siteSet_1"
"Palaeoloxodon recki","Africa",0.8,1.8,"Anabo Koma_siteSet_1"
"Palaeoloxodon recki","Africa",0.8,1.8,"Buia_siteSet_1"
"Stegodon zhaotongensis","Asia",1.2,1.8,"Chaotung_siteSet_1"
"Stegodon trigonocephalus","Asia",1.2,1.8,"Ci Saat_siteSet_1"
"Palaeoloxodon namadicus","Asia",1.2,1.8,"Hang Hum II_siteSet_1"
"Stegodon orientalis","Asia",1.2,1.8,"Hang Hum II_siteSet_1"
"Sinomastodon yangziensis","Asia",1.2,1.8,"Liucheng_siteSet_1"
"Stegodon orientalis","Asia",1.2,1.8,"Longgudong Cave 10_siteSet_1"
"Stegodon orientalis","Asia",1.2,1.8,"Longgudong Cave 11_siteSet_1"
"Stegodon orientalis","Asia",1.2,1.8,"Longgudong Cave 12_siteSet_1"
"Stegodon orientalis","Asia",1.2,1.8,"Longgudong Cave 13_siteSet_1"
"Stegodon orientalis","Asia",1.2,1.8,"Longgudong Cave 14_siteSet_1"
"Stegodon orientalis","Asia",1.2,1.8,"Longgudong Cave 5_siteSet_1"
"Stegodon orientalis","Asia",1.2,1.8,"Longgudong Cave 8_siteSet_1"
"Stegodon orientalis","Asia",1.2,1.8,"Longgudong Cave 9_siteSet_1"
"Sinomastodon bumiajuensis","Asia",1.2,1.8,"Satir_siteSet_1"
"Stegodon trigonocephalus","Asia",1.2,1.8,"Satir_siteSet_1"
"Loxodonta atlantica","Africa",0.8,1.8,"Thomas Quarry 1(L)_siteSet_1"
"Stegodon trigonocephalus","Asia",1.2,1.8,"Trinil H.K._siteSet_1"
"Elephas atavus","Africa",1.6,1.8,"Nakoret_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Cedazo_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Childress Terrace_siteSet_1"
"Palaeoloxodon falconeri","Europe",0.781,1.8,"Cozzo Schinaldo_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Cumberland Cave_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"De Soto Shell Pit_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Delight_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Doeden Gravel Pit_siteSet_1"
"Stegomastodon aftoniae","North America",0.3,1.8,"Gilliland_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Hanover Quarry No. 1 Fissure_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Haywood Gravel Pit_siteSet_1"
"Palaeoloxodon falconeri","Europe",0.781,1.8,"Island fossil ungulates and their predators_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Leisey Shell Pit 1A_siteSet_1"
"Stegomastodon aftoniae","North America",0.3,1.8,"Martin Ranch (Upper)_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Pauba Formation (SBCM 05.006.378)_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Pool Branch_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Port Kennedy Cave_siteSet_1"
"Stegomastodon aftoniae","North America",0.3,1.8,"Rock Creek_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Santa Fe River IIA_siteSet_1"
"Stegomastodon aftoniae","North America",0.3,1.8,"Taylor_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Tucker Borrow Pit_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Turin_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Vallecito Creek (CU 57)_siteSet_1"
"Mammut americanum","North America",0.3,1.8,"Vallecito Creek (CU 60)_siteSet_1"
"Palaeoloxodon falconeri","Europe",0.781,1.8,"Zebbug Cave_siteSet_1"
"Deinotherium bozasi","Africa",1.15,1.785,"Olduvai Bed II_siteSet_1"
"Elephas atavus","Africa",1.15,1.785,"Olduvai Bed II_siteSet_1"
"Sinomastodon yangziensis","Asia",0.78,1.77,"Bijiashan Cave_siteSet_1"
"Sinomastodon yangziensis","Asia",0.78,1.77,"Fengmenshan Cave_siteSet_1"
"Sinomastodon yangziensis","Asia",0.78,1.77,"Jiaoshan Cave_siteSet_1"
"Sinomastodon yangziensis","Asia",0.78,1.77,"Longgudong Cave_siteSet_1"
"Palaeoloxodon recki","Africa",1.53,1.76,"Shungura J_siteSet_1"
"Mammuthus meridionalis","Europe",1.3,1.7,"Pirro_siteSet_1"
"Mammuthus meridionalis","Europe",1.4,1.583,"Nogajsk (Primorsk)_siteSet_1"
"Mammuthus meridionalis","Asia",1.19,1.567,"Ubeidiya_siteSet_1"
"Palaeoloxodon recki","Africa",0.8,1.55,"Vaal River_siteSet_2"
"Palaeoloxodon recki","Africa",1.38,1.53,"Shungura K_siteSet_1"
"Palaeoloxodon recki","Africa",1.38,1.53,"Ileret 3_siteSet_1"
"Palaeoloxodon recki","Africa",1.38,1.53,"Koobi Fora Ridge 4_siteSet_1"
"Deinotherium bozasi","Africa",1.33,1.53,"Nanyangakipi_siteSet_1"
"Palaeoloxodon recki","Africa",0.74,1.33,"Nachukui 1: 2 and 3_siteSet_1"
"Mammuthus meridionalis","Europe",1.1,1.3,"Selvella_siteSet_1"
"Sinomastodon yangziensis","Asia",0.6,1.3,"Bijiashan Cave_siteSet_2"
"Stegodon orientalis","Asia",0.6,1.3,"Bijiashan Cave_siteSet_2"
"Stegodon orientalis","Asia",0.6,1.3,"Guanyindong_siteSet_1"
"Palaeoloxodon namadicus","Asia",0.6,1.3,"Heshang Cave_siteSet_1"
"Elephas maximus","Asia",0.6,1.3,"Huahong Cave I_siteSet_1"
"Elephas hysudrindicus","Asia",0.6,1.3,"Kedung Brubus_siteSet_1"
"Stegodon trigonocephalus","Asia",0.6,1.3,"Kedung Brubus_siteSet_1"
"Stegodon orientalis","Asia",0.6,1.3,"Keo Leng_siteSet_1"
"Mammuthus meridionalis","Asia",1.1,1.3,"Kocabas_siteSet_1"
"Stegodon orientalis","Asia",0.6,1.3,"Laochihe_siteSet_1"
"Stegodon orientalis","Asia",0.6,1.3,"Panxian Dadong_siteSet_1"
"Palaeoloxodon namadicus","Asia",0.6,1.3,"Tam Hang_siteSet_1"
"Stegodon orientalis","Asia",0.6,1.3,"Tam Hang_siteSet_1"
"Stegodon orientalis","Asia",0.6,1.3,"Tham Hai_siteSet_1"
"Palaeoloxodon namadicus","Asia",0.6,1.3,"Tham Om_siteSet_1"
"Stegodon orientalis","Asia",0.6,1.3,"Tham Om_siteSet_1"
"Elephas maximus","Asia",0.6,1.3,"Thum Winam Nakin_siteSet_1"
"Stegodon orientalis","Asia",0.6,1.3,"Tongzi_siteSet_1"
"Elephas maximus","Asia",0.6,1.3,"Wuyun Cave_siteSet_1"
"Stegodon orientalis","Asia",0.6,1.3,"Wuyun Cave_siteSet_1"
"Stegodon orientalis","Asia",0.6,1.3,"Yanjinggou_siteSet_1"
"Mammuthus meridionalis","Europe",0.9,1.22,"Berdjansk_siteSet_2"
"Mammuthus meridionalis","Europe",0.9,1.22,"Zhdanov_siteSet_2"
"Stegodon huananensis","Asia",1,1.21,"Liucheng (“Gigantopithecus Cave”)_siteSet_1"
"Stegodon huananensis","Asia",1.2,1.21,"Sanhe Cave, Chongzuo, Guangxi_siteSet_1"
"Stegodon huananensis","Asia",1.2,1.2,"Sanhe_siteSet_1"
"Sinomastodon jiangnanensis","Asia",1.2,1.2,"Renzidong Cave (Sanhe)_siteSet_1"
"Palaeoloxodon recki","Africa",0.95,1.15,"Olduvai Bed III_siteSet_1"
"Mammuthus meridionalis","Europe",0.988,1.07,"Colle Curti FU_siteSet_1"
"Palaeoloxodon recki","Africa",0.8,1.042,"Daka_siteSet_1"
"Mammuthus trogontherii","Europe",0.781,1.03,"Slivia FU_siteSet_1"
"Mammuthus meridionalis","Europe",0.5,1,"Durfort_siteSet_1"
"Palaeoloxodon recki","Africa",0.78,1,"Kanjera 1_siteSet_1"
"Mammuthus protomammonteus","Asia",0.5,1,"Kinki District_siteSet_1"
"Stegodon sondaari","Asia",0.83,0.97,"Tangi Talo_siteSet_1"
"Palaeoloxodon recki","Africa",0.78,0.95,"Olduvai Bed IV_siteSet_1"
"Loxodonta atlantica","Africa",0.126,0.8,"Tighenif_siteSet_1"
"Mammuthus creticus","Europe",0.7,0.8,"Cape Meleka_siteSet_1"
"Cuvieronius hyodon","South America",0.28,0.8,"Río Chiche_siteSet_1"
"Mammuthus trogontherii","Europe",0.761,0.79,"Prezletice bei Prag_siteSet_1"
"Stegodon florensis","Asia",0.126,0.781,"Boa Leza_siteSet_1"
"Stegodon florensis","Asia",0.126,0.781,"Dhozo Dhalu_siteSet_1"
"Stegodon florensis","Asia",0.126,0.781,"Liang Bua 2_siteSet_1"
"Stegodon florensis","Asia",0.126,0.781,"Mata Menge_siteSet_1"
"Stegodon florensis","Asia",0.126,0.781,"Ola bula_siteSet_1"
"Mammuthus trogontherii","Europe",0.6,0.781,"Isernia FU_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Abbeville (Somme River terrace), Pas de Calais_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Ambrona level AS1_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Ambrona level AS1/2_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Ambrona level AS2_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Ambrona level AS3_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Ambrona level AS4_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Ambrona level AS5_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Ambrona level AS6_siteSet_1"
"Mammuthus trogontherii","Europe",0.126,0.781,"Bachatsk Quarry, Kedrovsk Suite_siteSet_1"
"Mammuthus trogontherii","Europe",0.126,0.781,"Betfia 7 level 4a_siteSet_1"
"Mammuthus trogontherii","Europe",0.126,0.781,"Bornhausen bei Seesen am Harz_siteSet_1"
"Stegomastodon platensis","South America",0.117,0.781,"Casil Quarry_siteSet_1"
"Stegomastodon platensis","South America",0.012,0.781,"Castelli_siteSet_1"
"Mammut americanum","North America",0.126,0.781,"Cerros Negros Locality_siteSet_1"
"Mammuthus columbi","North America",0.126,0.781,"Cerros Negros Locality_siteSet_1"
"Stegomastodon platensis","South America",0.012,0.781,"Charata_siteSet_1"
"Mammuthus primigenius","North America",0.126,0.781,"Cheney mammoth_siteSet_1"
"Mammuthus trogontherii","Europe",0.126,0.781,"Cullar Baza 1_siteSet_1"
"Stegomastodon platensis","South America",0.012,0.781,"Curiti_siteSet_1"
"Mammuthus trogontherii","Europe",0.126,0.781,"Feldioara-Cariera, lower level_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.6,0.781,"Isernia la Pineta sector 1, Upper Voluturno, Molise_siteSet_1"
"Palaeoloxodon cypriotes","Asia",0.126,0.781,"Island fossil ungulates_siteSet_1"
"Mammuthus trogontherii","Europe",0.126,0.781,"Jockgrim, Pfalz_siteSet_1"
"Mammuthus trogontherii","Europe",0.126,0.781,"Karlich level H, im Neuwieder Becken_siteSet_1"
"Mammuthus trogontherii","Europe",0.126,0.781,"Kedrovsk Quarry, Kedrovsk Suite_siteSet_1"
"Stegomastodon platensis","South America",0.117,0.781,"La Carolina_siteSet_1"
"Loxodonta africana","Africa",0.117,0.781,"Lake Eyasi_siteSet_1"
"Mammuthus trogontherii","Asia",0.126,0.781,"Latamne_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Layer 4, Sedia del Diavolo, Rome_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Malagrotta, Rome_siteSet_1"
"Mammuthus primigenius","Europe",0.126,0.781,"Maly Anjuj, Utka layers_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Manzanares River terrace, near Madrid_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Marathousa 1_siteSet_1"
"Mammuthus trogontherii","Europe",0.126,0.781,"Miesenheim 1 bei Andernach_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Monte Tenda, Brecce di Soave, Verona, Northern Italy_siteSet_1"
"Mammuthus trogontherii","Europe",0.424,0.781,"Mosbach 2 main fauna, bei Wiesbaden_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.424,0.781,"Mosbach 2 main fauna, bei Wiesbaden_siteSet_1"
"Mammuthus columbi","North America",0.126,0.781,"North Prong Quarry_siteSet_1"
"Stegomastodon aftoniae","North America",0.126,0.781,"North Prong Quarry_siteSet_1"
"Mammuthus trogontherii","Europe",0.126,0.781,"Novosergeyevsk Quarry, Kedrovsk Suite._siteSet_1"
"Mammuthus primigenius","Europe",0.126,0.781,"Oiyagosskii Yar_siteSet_1"
"Mammuthus trogontherii","Europe",0.117,0.781,"Quinzano, Verona, Northern Italy_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Quisisana-Certosa_siteSet_1"
"Stegomastodon platensis","South America",0.117,0.781,"Rio Canas_siteSet_1"
"Mammuthus trogontherii","Europe",0.126,0.781,"Rotbav-Dealul Tiganilor, lower level (level 1)_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"S. Giovanni di Duino, Trieste, Northern Italy_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"San Romano_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Serbaro di Romagnano, Commune di Grezzana, Verona, Northern Italy_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Slivia, Trieste, Northern Italy_siteSet_1"
"Mammuthus trogontherii","Asia",0.126,0.781,"Tcheleken, collections 1983-84_siteSet_1"
"Mammuthus trogontherii","Asia",0.126,0.781,"Tepke-2 Lower_siteSet_1"
"Mammuthus trogontherii","Europe",0.126,0.781,"Uromhegy_siteSet_1"
"Mammuthus trogontherii","Europe",0.676,0.781,"Voigtstedt bei Sangerhausen, Oberen Kiesen_siteSet_1"
"Mammuthus trogontherii","Europe",0.676,0.781,"Voigtstedt bei Sangerhausen, Unteren Kiesen_siteSet_1"
"Mammuthus trogontherii","Europe",0.435,0.781,"West Runton Freshwater Bed, Norfolk, England_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.126,0.781,"Zoppega 1, Brecce di Soave, Verona, Northern Italy_siteSet_1"
